iteration	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
970	107	35.7399	28.9931	1	1	NA	no_change	108	106	41
980	107	35.7399	28.9931	1	1	NA	no_change	108	106	41
990	107	35.7399	28.9931	1	5	32.1224	anagenetic	108	106	41
990	107	35.7399	28.9931	5	2	28.9931	cladogenetic	108	106	41
1000	107	35.7399	28.9931	1	5	34.4659	anagenetic	108	106	41
1000	107	35.7399	28.9931	5	2	28.9931	cladogenetic	108	106	41
100	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
110	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
110	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
110	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
120	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
120	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
120	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
130	108	77.3804	35.7399	3	6	47.8222	anagenetic	109	107	40
130	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
130	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
140	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
150	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
160	108	77.3804	35.7399	4	8	64.0288	anagenetic	109	107	40
160	108	77.3804	35.7399	8	1	49.4702	anagenetic	109	107	40
160	108	77.3804	35.7399	1	5	37.3463	anagenetic	109	107	40
160	108	77.3804	35.7399	5	2	35.7399	cladogenetic	109	107	40
170	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
170	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
180	108	77.3804	35.7399	1	6	53.7586	anagenetic	109	107	40
180	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
180	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
190	108	77.3804	35.7399	3	7	74.0953	anagenetic	109	107	40
190	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
190	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
200	108	77.3804	35.7399	1	6	39.3434	anagenetic	109	107	40
200	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
200	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
210	108	77.3804	35.7399	1	6	39.528	anagenetic	109	107	40
210	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
210	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
220	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
230	108	77.3804	35.7399	1	5	69.4827	anagenetic	109	107	40
230	108	77.3804	35.7399	5	1	35.7399	cladogenetic	109	107	40
240	108	77.3804	35.7399	1	6	59.3669	anagenetic	109	107	40
240	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
240	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
250	108	77.3804	35.7399	3	6	63.7916	anagenetic	109	107	40
250	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
250	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
260	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
270	108	77.3804	35.7399	1	5	76.5932	anagenetic	109	107	40
270	108	77.3804	35.7399	5	1	35.7399	cladogenetic	109	107	40
280	108	77.3804	35.7399	1	6	72.7111	anagenetic	109	107	40
280	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
280	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
290	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
290	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
290	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
300	108	77.3804	35.7399	4	4	NA	no_change	109	107	40
310	108	77.3804	35.7399	1	6	58.0633	anagenetic	109	107	40
310	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
310	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
320	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
320	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
330	108	77.3804	35.7399	1	6	75.9951	anagenetic	109	107	40
330	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
330	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
340	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
350	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
360	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
360	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
360	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
370	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
370	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
380	108	77.3804	35.7399	1	6	46.8454	anagenetic	109	107	40
380	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
380	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
390	108	77.3804	35.7399	1	6	46.0927	anagenetic	109	107	40
390	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
390	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
400	108	77.3804	35.7399	1	6	41.5546	anagenetic	109	107	40
400	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
400	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
410	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
420	108	77.3804	35.7399	1	6	46.8595	anagenetic	109	107	40
420	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
430	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
430	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
430	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
440	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
440	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
440	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
450	108	77.3804	35.7399	3	6	72.4396	anagenetic	109	107	40
450	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
460	108	77.3804	35.7399	1	5	75.2329	anagenetic	109	107	40
460	108	77.3804	35.7399	5	2	35.7399	cladogenetic	109	107	40
470	108	77.3804	35.7399	8	1	59.5558	anagenetic	109	107	40
480	108	77.3804	35.7399	3	6	75.3732	anagenetic	109	107	40
480	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
480	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
490	108	77.3804	35.7399	3	7	64.0208	anagenetic	109	107	40
490	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
490	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
500	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
510	108	77.3804	35.7399	2	7	59.3505	anagenetic	109	107	40
510	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
510	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
520	108	77.3804	35.7399	7	7	NA	no_change	109	107	40
520	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
530	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
530	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
530	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
540	108	77.3804	35.7399	3	3	NA	no_change	109	107	40
550	108	77.3804	35.7399	1	5	50.8886	anagenetic	109	107	40
550	108	77.3804	35.7399	5	1	35.7399	cladogenetic	109	107	40
560	108	77.3804	35.7399	3	7	44.5297	anagenetic	109	107	40
560	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
560	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
570	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
570	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
570	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
580	108	77.3804	35.7399	1	6	47.4383	anagenetic	109	107	40
580	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
580	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
590	108	77.3804	35.7399	1	6	54.3537	anagenetic	109	107	40
590	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
590	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
600	108	77.3804	35.7399	2	7	54.5206	anagenetic	109	107	40
600	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
610	108	77.3804	35.7399	8	1	62.8035	anagenetic	109	107	40
610	108	77.3804	35.7399	1	6	45.9332	anagenetic	109	107	40
610	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
610	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
620	108	77.3804	35.7399	1	6	68.1403	anagenetic	109	107	40
620	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
620	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
630	108	77.3804	35.7399	3	6	45.9146	anagenetic	109	107	40
630	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
630	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
640	108	77.3804	35.7399	4	10	35.7657	anagenetic	109	107	40
640	108	77.3804	35.7399	10	4	35.7399	cladogenetic	109	107	40
640	108	77.3804	35.7399	10	3	35.7399	cladogenetic	109	107	40
650	108	77.3804	35.7399	2	7	54.1105	anagenetic	109	107	40
650	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
650	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
660	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
660	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
670	108	77.3804	35.7399	3	6	57.4095	anagenetic	109	107	40
670	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
680	108	77.3804	35.7399	1	6	51.8515	anagenetic	109	107	40
680	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
680	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
690	108	77.3804	35.7399	1	6	54.0084	anagenetic	109	107	40
690	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
690	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
700	108	77.3804	35.7399	3	7	76.05	anagenetic	109	107	40
700	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
710	108	77.3804	35.7399	3	7	64.2756	anagenetic	109	107	40
710	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
710	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
720	108	77.3804	35.7399	1	6	36.4277	anagenetic	109	107	40
720	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
720	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
730	108	77.3804	35.7399	1	6	70.4827	anagenetic	109	107	40
730	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
730	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
740	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
740	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
750	108	77.3804	35.7399	2	5	51.6184	anagenetic	109	107	40
750	108	77.3804	35.7399	5	2	35.7399	cladogenetic	109	107	40
750	108	77.3804	35.7399	5	1	35.7399	cladogenetic	109	107	40
760	108	77.3804	35.7399	3	7	46.7258	anagenetic	109	107	40
760	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
760	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
770	108	77.3804	35.7399	1	6	47.0138	anagenetic	109	107	40
770	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
770	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
780	108	77.3804	35.7399	1	5	73.233	anagenetic	109	107	40
780	108	77.3804	35.7399	5	2	35.7399	cladogenetic	109	107	40
790	108	77.3804	35.7399	1	6	74.5501	anagenetic	109	107	40
790	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
790	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
800	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
800	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
800	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
810	108	77.3804	35.7399	1	6	37.6481	anagenetic	109	107	40
810	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
810	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
820	108	77.3804	35.7399	1	1	NA	no_change	109	107	40
830	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
830	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
830	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
840	108	77.3804	35.7399	4	8	56.7615	anagenetic	109	107	40
840	108	77.3804	35.7399	8	1	50.1905	anagenetic	109	107	40
850	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
850	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
860	108	77.3804	35.7399	1	6	52.619	anagenetic	109	107	40
860	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
860	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
870	108	77.3804	35.7399	3	6	42.632	anagenetic	109	107	40
870	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
870	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
880	108	77.3804	35.7399	1	6	71.1184	anagenetic	109	107	40
880	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
880	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
890	108	77.3804	35.7399	1	6	68.3837	anagenetic	109	107	40
890	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
890	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
900	108	77.3804	35.7399	3	3	NA	no_change	109	107	40
910	108	77.3804	35.7399	1	6	67.8212	anagenetic	109	107	40
910	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
910	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
920	108	77.3804	35.7399	1	6	45.6198	anagenetic	109	107	40
920	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
920	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
930	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
930	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
930	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
940	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
940	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
940	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
950	108	77.3804	35.7399	6	6	NA	no_change	109	107	40
950	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
950	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
960	108	77.3804	35.7399	3	7	68.6877	anagenetic	109	107	40
960	108	77.3804	35.7399	7	2	35.7399	cladogenetic	109	107	40
960	108	77.3804	35.7399	7	3	35.7399	cladogenetic	109	107	40
970	108	77.3804	35.7399	1	6	70.4768	anagenetic	109	107	40
970	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
970	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
980	108	77.3804	35.7399	1	6	73.8852	anagenetic	109	107	40
980	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
990	108	77.3804	35.7399	3	6	50.1512	anagenetic	109	107	40
990	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
990	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
1000	108	77.3804	35.7399	1	6	72.7501	anagenetic	109	107	40
1000	108	77.3804	35.7399	6	1	35.7399	cladogenetic	109	107	40
1000	108	77.3804	35.7399	6	3	35.7399	cladogenetic	109	107	40
100	109	111.366	77.3804	1	6	101.806	anagenetic	110	105	108
100	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
100	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
110	109	111.366	77.3804	6	6	NA	no_change	110	105	108
110	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
120	109	111.366	77.3804	1	6	78.1202	anagenetic	110	105	108
120	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
130	109	111.366	77.3804	3	3	NA	no_change	110	105	108
140	109	111.366	77.3804	1	1	NA	no_change	110	105	108
150	109	111.366	77.3804	1	8	103.321	anagenetic	110	105	108
150	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
150	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
160	109	111.366	77.3804	4	10	97.7411	anagenetic	110	105	108
160	109	111.366	77.3804	10	4	77.3804	cladogenetic	110	105	108
170	109	111.366	77.3804	1	6	100.763	anagenetic	110	105	108
170	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
180	109	111.366	77.3804	8	8	NA	no_change	110	105	108
180	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
180	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
190	109	111.366	77.3804	4	10	83.9705	anagenetic	110	105	108
190	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
200	109	111.366	77.3804	1	6	102.221	anagenetic	110	105	108
200	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
200	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
210	109	111.366	77.3804	8	8	NA	no_change	110	105	108
210	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
210	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
220	109	111.366	77.3804	1	1	NA	no_change	110	105	108
230	109	111.366	77.3804	1	1	NA	no_change	110	105	108
240	109	111.366	77.3804	1	6	103.788	anagenetic	110	105	108
240	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
240	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
250	109	111.366	77.3804	1	6	88.8826	anagenetic	110	105	108
250	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
250	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
260	109	111.366	77.3804	1	1	NA	no_change	110	105	108
270	109	111.366	77.3804	1	8	105.31	anagenetic	110	105	108
270	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
280	109	111.366	77.3804	8	8	NA	no_change	110	105	108
280	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
290	109	111.366	77.3804	1	6	102.359	anagenetic	110	105	108
290	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
300	109	111.366	77.3804	4	4	NA	no_change	110	105	108
310	109	111.366	77.3804	1	8	107.992	anagenetic	110	105	108
310	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
320	109	111.366	77.3804	1	6	84.1665	anagenetic	110	105	108
320	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
330	109	111.366	77.3804	1	8	101.101	anagenetic	110	105	108
330	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
330	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
340	109	111.366	77.3804	8	8	NA	no_change	110	105	108
340	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
340	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
350	109	111.366	77.3804	1	6	104.253	anagenetic	110	105	108
350	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
350	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
360	109	111.366	77.3804	1	6	102.693	anagenetic	110	105	108
360	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
370	109	111.366	77.3804	6	6	NA	no_change	110	105	108
370	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
380	109	111.366	77.3804	1	1	NA	no_change	110	105	108
390	109	111.366	77.3804	1	1	NA	no_change	110	105	108
400	109	111.366	77.3804	1	8	92.7621	anagenetic	110	105	108
400	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
410	109	111.366	77.3804	1	8	111.365	anagenetic	110	105	108
410	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
410	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
420	109	111.366	77.3804	1	6	92.3103	anagenetic	110	105	108
420	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
420	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
430	109	111.366	77.3804	1	6	91.3054	anagenetic	110	105	108
430	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
440	109	111.366	77.3804	1	6	94.0952	anagenetic	110	105	108
440	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
450	109	111.366	77.3804	1	8	100.25	anagenetic	110	105	108
450	109	111.366	77.3804	8	4	97.8291	anagenetic	110	105	108
450	109	111.366	77.3804	4	10	91.5588	anagenetic	110	105	108
450	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
460	109	111.366	77.3804	1	1	NA	no_change	110	105	108
470	109	111.366	77.3804	8	8	NA	no_change	110	105	108
470	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
480	109	111.366	77.3804	4	10	98.723	anagenetic	110	105	108
480	109	111.366	77.3804	10	4	77.3804	cladogenetic	110	105	108
480	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
490	109	111.366	77.3804	4	10	106.253	anagenetic	110	105	108
490	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
500	109	111.366	77.3804	1	1	NA	no_change	110	105	108
510	109	111.366	77.3804	3	7	87.816	anagenetic	110	105	108
510	109	111.366	77.3804	7	3	77.3804	cladogenetic	110	105	108
510	109	111.366	77.3804	7	2	77.3804	cladogenetic	110	105	108
520	109	111.366	77.3804	2	7	83.4853	anagenetic	110	105	108
520	109	111.366	77.3804	7	3	77.3804	cladogenetic	110	105	108
530	109	111.366	77.3804	1	6	103.121	anagenetic	110	105	108
530	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
540	109	111.366	77.3804	4	10	104.266	anagenetic	110	105	108
540	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
550	109	111.366	77.3804	1	1	NA	no_change	110	105	108
560	109	111.366	77.3804	4	10	86.2196	anagenetic	110	105	108
560	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
570	109	111.366	77.3804	6	6	NA	no_change	110	105	108
570	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
580	109	111.366	77.3804	8	8	NA	no_change	110	105	108
580	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
580	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
590	109	111.366	77.3804	1	8	92.7553	anagenetic	110	105	108
590	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
590	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
600	109	111.366	77.3804	4	9	90.081	anagenetic	110	105	108
600	109	111.366	77.3804	9	4	77.3804	cladogenetic	110	105	108
600	109	111.366	77.3804	9	2	77.3804	cladogenetic	110	105	108
610	109	111.366	77.3804	8	8	NA	no_change	110	105	108
610	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
620	109	111.366	77.3804	1	8	79.2443	anagenetic	110	105	108
620	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
630	109	111.366	77.3804	4	10	94.8814	anagenetic	110	105	108
630	109	111.366	77.3804	10	4	77.3804	cladogenetic	110	105	108
630	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
640	109	111.366	77.3804	4	4	NA	no_change	110	105	108
650	109	111.366	77.3804	1	5	95.7841	anagenetic	110	105	108
650	109	111.366	77.3804	5	1	77.3804	cladogenetic	110	105	108
650	109	111.366	77.3804	5	2	77.3804	cladogenetic	110	105	108
660	109	111.366	77.3804	1	6	93.0816	anagenetic	110	105	108
660	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
670	109	111.366	77.3804	3	3	NA	no_change	110	105	108
680	109	111.366	77.3804	8	8	NA	no_change	110	105	108
680	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
680	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
690	109	111.366	77.3804	8	8	NA	no_change	110	105	108
690	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
690	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
700	109	111.366	77.3804	3	3	NA	no_change	110	105	108
710	109	111.366	77.3804	4	10	107.433	anagenetic	110	105	108
710	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
720	109	111.366	77.3804	1	8	86.0213	anagenetic	110	105	108
720	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
730	109	111.366	77.3804	8	8	NA	no_change	110	105	108
730	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
730	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
740	109	111.366	77.3804	1	6	84.9067	anagenetic	110	105	108
740	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
750	109	111.366	77.3804	1	8	93.5788	anagenetic	110	105	108
750	109	111.366	77.3804	8	4	89.1482	anagenetic	110	105	108
750	109	111.366	77.3804	4	9	81.9412	anagenetic	110	105	108
750	109	111.366	77.3804	9	4	77.3804	cladogenetic	110	105	108
750	109	111.366	77.3804	9	2	77.3804	cladogenetic	110	105	108
760	109	111.366	77.3804	3	10	109.647	anagenetic	110	105	108
760	109	111.366	77.3804	10	3	77.3804	cladogenetic	110	105	108
770	109	111.366	77.3804	8	8	NA	no_change	110	105	108
770	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
780	109	111.366	77.3804	8	8	NA	no_change	110	105	108
780	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
780	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
790	109	111.366	77.3804	1	8	107.151	anagenetic	110	105	108
790	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
790	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
800	109	111.366	77.3804	1	6	110.883	anagenetic	110	105	108
800	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
810	109	111.366	77.3804	1	8	84.8072	anagenetic	110	105	108
810	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
810	109	111.366	77.3804	8	1	77.3804	cladogenetic	110	105	108
820	109	111.366	77.3804	1	6	86.0178	anagenetic	110	105	108
820	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
820	109	111.366	77.3804	6	1	77.3804	cladogenetic	110	105	108
830	109	111.366	77.3804	1	6	88.6067	anagenetic	110	105	108
830	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
840	109	111.366	77.3804	8	4	81.3834	anagenetic	110	105	108
850	109	111.366	77.3804	1	6	93.7489	anagenetic	110	105	108
850	109	111.366	77.3804	6	3	77.3804	cladogenetic	110	105	108
860	109	111.366	77.3804	1	8	108.14	anagenetic	110	105	108
860	109	111.366	77.3804	8	4	77.3804	cladogenetic	110	105	108
